ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Borough,Country,Timezone,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Bump,Give_Way,Stop,Amenity,Junction,Station,Railway,No_Exit,Crossing,Roundabout,Turning_Loop,Traffic_Calming,Traffic_Signal,Civil_Twilight
A-135299,4,2020/6/1 6:29,2020/6/1 7:29,29.726,-95.46022,0.046,Closed at US-59/Exit 8 - Road closed due to accident.,nan,I-610 N,R,Houston,Harris,TX,77081,Southwest,US,US/Central,75,75,84,30.02,10,NE,7,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-135333,2,2020/2/20 18:08,2020/2/20 18:53,29.74741,-95.561073,0,Accident on Briar Forest Dr at Citywest Blvd.,nan,Citywest Blvd,R,Houston,Harris,TX,77042,Southwest,US,US/Central,50,50,74,30.33,10,N,20,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-135497,2,2020/2/6 11:23,2020/2/6 12:23,29.714939,-95.497124,0,Accident on Hillcroft Ave at Gulfton Dr.,nan,Gulfton St,R,Houston,Harris,TX,77081,Southwest,US,US/Central,44,38,53,29.81,10,NW,13,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Day
A-135510,2,2020/11/1 0:30,2020/11/1 3:45,29.737959,-95.479399,0.039,Incident on WESTHEIMER RD near BERING DR Drive with caution.,nan,Bering Dr,R,Houston,Harris,TX,77057,Southwest,US,US/Central,59,59,81,30.16,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Night
A-135573,2,2020/12/27 10:56,2020/12/27 13:14,29.63187,-95.475323,0.051,Incident on GREENPARK MANOR LN near LILY PARK LN Drive with caution.,6119, Greenpark Manor Ln,R,Houston,Harris,TX,77085-3047,Southwest,US,US/Central,69,69,65,30.02,10,S,9,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-135792,3,2020/4/6 17:22,2020/4/6 17:57,29.80827,-95.33009,0,At I-69/Exit 20 - Accident. Left lane blocked.,nan,I-610 E,R,Houston,Harris,TX,77026,Inner Loop,US,US/Central,73,73,90,29.91,7,ESE,8,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-136126,2,2020/3/3 7:07,2020/3/3 8:07,29.740641,-95.464211,0,Accident on Mccue Rd at FM-1093 Westheimer Rd.,5157,Westheimer Rd,L,Houston,Harris,TX,77056-5501,Southwest,US,US/Central,71,71,90,29.78,6,SSW,6,0,Cloudy,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Day
A-136182,2,2020/11/21 1:42,2020/11/21 4:21,29.777975,-95.298859,0.061,Incident on BROWNWOOD ST near BOYLES ST Drive with caution.,7098, Brownwood St,R,Houston,Harris,TX,77020-5322,Inner Loop,US,US/Central,67,67,93,30.22,1,ESE,5,0,Fog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-136353,2,2020/7/29 10:11,2020/7/29 10:57,29.744659,-95.391281,0,Accident on Westheimer Rd at Montrose Blvd.,nan,Westheimer Rd,R,Houston,Harris,TX,77006,Inner Loop,US,US/Central,85,85,74,29.96,10,S,10,0,Partly Cloudy,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Day
A-136522,2,2020/1/14 8:19,2020/1/14 9:59,29.703754,-95.58313,0,Accident on Bellaire Blvd at Belle Park Dr.,11601,Bellaire Blvd,L,Houston,Harris,TX,77072-2449,Southwest,US,US/Central,72,72,100,30.03,9,SSW,7,0.23,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Day
A-136817,3,2020/3/21 6:12,2020/3/21 6:42,29.59822,-95.38163,0,At TX-288/South Fwy - Accident. Two lanes blocked.,13599, South Fwy,L,Houston,Harris,TX,77047-1935,Southeast,US,US/Central,57,57,83,30.21,10,NE,13,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-136859,2,2020/12/8 8:17,2020/12/8 8:46,29.94113,-95.40744,0,Accident on Beltway 8 Eastbound at Greenspoint Dr.,nan,N Sam Houston Pkwy E,R,Houston,Harris,TX,77060,Northeast,US,US/Central,44,44,89,30.15,10,CALM,0,0,Fair,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Day
A-137157,2,2020/12/30 14:35,2020/12/30 17:35,29.690641,-95.544241,0.082,Incident on BEECHNUT ST near PELLA DR Drive with caution.,9022, Beechnut St,L,Houston,Harris,TX,77036-6935,Southwest,US,US/Central,74,74,76,29.78,8,S,14,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-137378,3,2020/5/5 19:22,2020/5/5 19:37,29.60019,-95.34599,0,At FM-518/FM-865/Cullen Blvd - Accident. Left lane blocked.,nan,S Sam Houston Tollway W,R,Houston,Harris,TX,77048,Southeast,US,US/Central,79,79,90,29.86,4,NNW,5,0.17,T-Storm,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-137422,2,2020/11/19 19:00,2020/11/19 20:15,29.753492,-95.3555,0.026,Incident on RUSK ST near CHARTRES ST Drive with caution.,nan,Rusk St,R,Houston,Harris,TX,77010,Inner Loop,US,US/Central,69,69,84,30.2,10,ESE,8,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-137589,3,2020/10/24 14:18,2020/10/24 15:03,29.859465,-95.402496,0,Two lanes blocked due to accident on North Fwy Northbound at Parker Rd.,nan,W Parker Rd,R,Houston,Harris,TX,77076,Northeast,US,US/Central,67,67,59,29.92,10,N,10,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Day
A-137646,2,2020/11/22 7:30,2020/11/22 8:45,29.948794,-95.428389,0.014,Incident on W GREENS RD near DONNA DR Drive with caution.,875, W Greens Rd,R,Houston,Harris,TX,77067,Northwest,US,US/Central,65,65,90,30.07,10,NNE,6,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-137708,2,2020/12/3 0:36,2020/12/3 2:33,29.70906,-95.347185,0.137,Incident on ROSENEATH DR near BLYTHEWOOD ST Drive with caution.,4301, N Roseneath Dr,L,Houston,Harris,TX,77021-1625,Inner Loop,US,US/Central,53,53,64,30.09,10,NNW,14,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-137772,2,2020/11/26 23:07,2020/11/27 0:22,29.673097,-95.544749,1.165,Incident on I-69 NB near BISSONNET ST Expect long delays.,nan,I-69 N,R,Houston,Harris,TX,77074,Southwest,US,US/Central,71,71,84,29.92,10,ESE,7,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-137969,3,2020/5/16 6:04,2020/5/16 7:04,29.7477,-95.26503,0,At Turning Basin Dr/Exit 27 - Accident. Right lane blocked.,nan,I-610 S,R,Houston,Harris,TX,77029,Southeast,US,US/Central,68,68,90,29.63,7,WSW,9,0.13,T-Storm,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-138488,2,2020/1/22 8:39,2020/1/22 9:54,29.759451,-95.365471,0,Accident on Milam St at Rusk St.,803,Milam St,L,Houston,Harris,TX,77002-5304,Inner Loop,US,US/Central,50,50,86,30.1,5,E,9,0.05,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Day
A-138681,2,2020/11/20 21:00,2020/11/20 23:39,29.688407,-95.570371,0.069,Incident on BEECHNUT ST near WILCREST DR Drive with caution.,nan,Wilcrest Dr,R,Houston,Harris,TX,77072,Southwest,US,US/Central,71,71,90,30.19,10,SE,13,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Night
A-138735,2,2020/11/21 12:45,2020/11/21 14:21,29.744493,-95.449769,0.041,Incident on MID LN near BETTIS DR Drive with caution.,2299, Mid Ln,L,Houston,Harris,TX,77027-3808,Inner Loop,US,US/Central,80,80,50,30.19,10,ESE,9,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-138738,2,36:04.0,36:04.0,29.5975,-95.367066,0.29,Incident on S SAM HOUSTON PKY EB near MORNINGSIDE VIEW DR Drive with caution.,3426, S Sam Houston Pkwy E,R,Houston,Harris,TX,77047-6799,Southeast,US,US/Central,69,69,90,30,1,ESE,13,0.61,Heavy Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-138788,3,2020/12/14 10:58,2020/12/14 12:36,29.733622,-95.371315,0,Lane blocked due to accident on I-69 Frontage rd Southbound at Elgin St.,nan,US-59 N,R,Houston,Harris,TX,77004,Inner Loop,US,US/Central,46,41,71,30.28,10,N,12,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-138832,2,2020/7/31 6:50,2020/7/31 7:59,29.722105,-95.539116,0,Accident on Westpark Dr at Gessner Rd.,nan,Westpark Dr,R,Houston,Harris,TX,77063,Southwest,US,US/Central,80,80,87,29.91,9,S,8,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Day
A-139323,3,2020/10/15 8:37,2020/10/15 10:52,29.814495,-95.352287,0,Two lanes blocked due to accident on I-610 Northbound at Exit 19B Hardy Toll.,nan,W Hardy Rd,R,Houston,Harris,TX,77022,Northeast,US,US/Central,77,77,79,29.82,10,S,10,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-139387,3,2020/1/26 10:55,2020/1/26 11:24,29.93893,-95.37492,0.675,At Imperial Valley Dr - Accident. Right lane blocked. Center lane blocked.,nan,N Sam Houston Tollway W,R,Houston,Harris,TX,77032,Northeast,US,US/Central,66,66,75,29.88,10,NW,12,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-139866,2,2020/9/2 4:38,2020/9/2 6:15,29.664656,-95.337158,0,Accident on Belcrest St at Martin Luther King Blvd.,8137,Martin Luther King Blvd,L,Houston,Harris,TX,77033-2119,Southeast,US,US/Central,84,84,79,29.79,9,SSE,8,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-139908,3,2020/5/14 18:05,2020/5/14 19:54,29.80703,-95.337669,0.540000021,Entry ramp to I-69 Southbound at Exits 20 20A 20B from I-610 Westbound lane blocked due to accident.,nan,I-69 S,R,Houston,Harris,TX,77026,Inner Loop,US,US/Central,86,86,48,29.79,10,SSE,13,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-139909,2,2020/9/27 22:38,2020/9/28 0:21,29.752306,-95.373708,0.047,Incident on ST JOSEPH PKY near SMITH ST Drive with caution.,517, St Joseph Pkwy,L,Houston,Harris,TX,77002-8005,Inner Loop,US,US/Central,80,80,90,29.71,10,S,8,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Night
A-139991,3,2020/2/17 14:38,2020/2/17 15:55,29.74645,-95.36158,1.029999971,Entry ramp to I-45 Northbound from I-69 Southbound lane blocked due to accident.,nan,I-69 S,R,Houston,Harris,TX,77003,Inner Loop,US,US/Central,80,80,62,29.79,10,S,20,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-140041,2,2020/12/6 20:42,2020/12/6 23:12,29.808682,-95.429326,0.07,Incident on ELLA BLVD near W 24TH ST Drive with caution.,1700, W 25th St,L,Houston,Harris,TX,77008-1414,Inner Loop,US,US/Central,56,56,57,30.04,10,WNW,6,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-140097,2,2020/9/29 8:47,2020/9/29 9:17,29.73613,-95.391151,0,Accident on Main St at Montrose Blvd.,4107,Montrose Blvd,L,Houston,Harris,TX,77006-4911,Inner Loop,US,US/Central,67,67,54,30.11,10,NNW,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-140297,3,2020/1/28 16:27,2020/1/28 17:27,29.814119,-95.37574,0,Left lane blocked due to accident on I-45 Northbound at Exit 51 I-610 Exits 17B 17C.,nan,I-45 S,R,Houston,Harris,TX,77022,Northeast,US,US/Central,62,62,90,29.77,7,E,5,0.02,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-140323,2,2020/10/30 23:11,2020/10/31 2:45,29.802961,-95.492033,0.012,Incident on LONG POINT RD near LYNNVIEW DR Drive with caution.,1790, Lynnview Dr,R,Houston,Harris,TX,77055-2010,Northwest,US,US/Central,57,57,67,30.16,10,NE,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-140438,2,2020/11/27 0:03,2020/11/27 7:36,29.611513,-95.222658,0.046,Incident on SABO RD near FUQUA ST Drive with caution.,10907, Sabo Rd,L,Houston,Harris,TX,77089-2509,Southeast,US,US/Central,72,72,94,29.92,6,CALM,0,nan,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-140791,2,2020/11/8 2:39,2020/11/8 3:54,29.931575,-95.411858,0.021,Incident on I-45 NB near FM-525 Expect long delays.,nan,I-45 N,R,Houston,Harris,TX,77037,Northeast,US,US/Central,nan,nan,nan,nan,nan,nan,nan,nan,nan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-140954,2,2020/1/23 17:10,2020/1/23 19:27,29.66939,-95.369484,0,Accident on Brandon St at Bellfort Blvd.,3722,Bellfort St,L,Houston,Harris,TX,77051-1458,Southeast,US,US/Central,60,60,67,29.91,10,N,17,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-141061,3,2020/5/8 15:13,2020/5/8 16:42,29.60684,-95.20639,0,Three right lane blocked and right hand shoulder blocked due to accident on I-45 Gulf Fwy Northbound at Exit 32.,nan,I-45 S,R,Houston,Harris,TX,77034,Southeast,US,US/Central,88,88,55,29.82,10,SW,16,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-141090,2,2020/12/8 10:47,2020/12/8 12:00,29.884319,-95.473839,0,Accident on Gulf Bank Rd at Antoine Dr.,8036,Antoine Dr,L,Houston,Harris,TX,77088-4302,Northwest,US,US/Central,65,65,39,30.16,10,W,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Day
A-141279,2,2020/8/3 6:27,2020/8/3 7:42,29.685308,-95.306587,0,Accident on Long Dr at Chaffin St.,6825,Long Dr,L,Houston,Harris,TX,77087-3415,Southeast,US,US/Central,77,77,90,29.94,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-141324,2,2020/11/4 0:28,2020/11/4 4:08,29.651259,-95.250373,3.116,Slow traffic on I-45 from Clearwood Dr/Edgebrook St (I-45) to Broadway St/Park Place Blvd/Exit 39 (I-45) due to accident.,nan,I-45 N,R,Houston,Harris,TX,77034,Southeast,US,US/Central,54,54,77,30.22,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-141381,2,2020/11/3 9:42,2020/11/3 10:12,29.83301,-95.472931,0,Accident on Antoine Dr at 43rd St.,nan,W 43rd St,R,Houston,Harris,TX,77092,Northwest,US,US/Central,68,68,32,30.33,10,ESE,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Day
A-141407,2,2020/12/18 0:17,2020/12/18 2:35,29.697444,-95.581279,0.221,Incident on BANEWAY DR near CARVEL LN Drive with caution.,7500, Baneway Dr,R,Houston,Harris,TX,77072-2928,Southwest,US,US/Central,39,39,86,30.19,10,ENE,3,0,Fair,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night
A-141742,3,2020/6/23 20:18,2020/6/23 20:33,29.61107,-95.4883,0,At Hillcroft Ave - Accident. Two lanes blocked.,nan,S Sam Houston Tollway E,R,Houston,Harris,TX,77085,Southwest,US,US/Central,77,77,86,29.79,10,S,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-141872,2,2020/11/6 14:02,2020/11/7 1:00,29.627803,-95.229826,0.521,Slow traffic from I-45/Gulf Fwy (Almeda Genoa Rd) to Clearwood Dr (Almeda Genoa Rd) due to accident.,nan,Almeda Genoa Rd,R,Houston,Harris,TX,77075,Southeast,US,US/Central,79,79,44,30.01,10,SE,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-141884,2,2020/12/22 19:22,2020/12/22 20:40,29.857288,-95.400992,0.403,Incident on I-45 NB near PARKER RD Expect long delays.,nan,I-45 N,R,Houston,Harris,TX,77076,Northeast,US,US/Central,61,61,72,29.98,10,SE,9,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-141988,2,2020/7/17 11:48,2020/7/17 12:18,29.65601,-95.50843,0,Accident on Bellfort Ave at Fondren Rd.,6700,W Bellfort Ave,L,Houston,Harris,TX,77071,Southwest,US,US/Central,78,78,87,30.03,10,E,5,0.12,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Day
A-142158,2,2020/10/18 12:52,2020/10/19 1:52,29.72155,-95.537932,0.077,Queuing traffic from Tanglewilde St to Westpark Tollway W due to accident.,9952, Westpark Dr,L,Houston,Harris,TX,77063-5138,Southwest,US,US/Central,87,87,51,29.97,10,SSE,14,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-142239,2,2020/11/30 5:06,2020/11/30 7:03,29.616469,-95.37485,0.048,Incident on ALMEDA GENOA RD near LOCKCREST Drive with caution.,3162, Almeda Genoa Rd,R,Houston,Harris,TX,77047-4518,Southeast,US,US/Central,48,41,56,30.24,10,N,18,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-142317,2,2020/10/17 21:16,2020/10/18 0:43,29.728945,-95.460407,0.027,Incident on US-59 FWY SB near I-610 Drive with caution.,nan,I-610 S,R,Houston,Harris,TX,77027,Inner Loop,US,US/Central,76,76,79,29.98,10,SSE,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-142354,2,2020/11/26 4:19,2020/11/26 5:34,29.696913,-95.289369,0.383,Incident on I-610 EB near I-45 Expect long delays.,nan,I-610 E,R,Houston,Harris,TX,77017,Southeast,US,US/Central,61,61,67,29.97,10,ENE,7,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-142395,3,2020/12/17 8:42,2020/12/17 9:27,29.78406,-95.497917,0,Left hand shoulder blocked due to accident on I-10 Eastbound at Bingle rd.,nan,I-10 E,R,Houston,Harris,TX,77024,Southwest,US,US/Central,43,43,68,30.3,10,ENE,3,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-142446,2,2020/5/19 7:42,2020/5/19 9:02,29.681431,-95.294029,0,Accident on Telephone Rd at Dixie Dr.,7378,Dixie Dr,R,Houston,Harris,TX,77087-5314,Southeast,US,US/Central,74,74,91,29.8,10,SSW,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Day
A-142823,2,2020/4/8 21:39,2020/4/8 22:22,29.841322,-95.492889,0,Two lanes blocked due to accident on US-290 Eastbound at Pinemont Dr.,nan,Pinemont Dr,R,Houston,Harris,TX,77092,Northwest,US,US/Central,78,78,76,29.81,10,S,7,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-143079,2,2020/5/17 5:40,2020/5/17 6:40,29.71658,-95.49883,0,At West Park Tollway/Westpark Dr - Accident. Three lanes blocked.,nan,Hillcroft St,R,Houston,Harris,TX,77074,Southwest,US,US/Central,67,67,84,29.8,10,W,6,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Night
A-143115,2,2020/12/16 15:53,2020/12/16 18:35,29.761145,-95.283699,0.047,Incident on MCCARTY ST near MUNN ST Drive with caution.,8098, Munn St,R,Houston,Harris,TX,77029-3723,Southeast,US,US/Central,53,53,48,30.06,10,NW,8,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-143153,2,2020/11/4 2:35,2020/11/4 5:32,29.680146,-95.238641,0.048,Incident on MEADOW CREEK LN near WINDING CREEK WAY Drive with caution.,5501, Winding Creek Way,L,Houston,Harris,TX,77017-6715,Southeast,US,US/Central,54,54,77,30.2,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-143326,2,2020/12/24 18:02,2020/12/24 20:41,29.742373,-95.454817,0.078,Incident on WESTCREEK LN near WESTHEIMER RD Drive with caution.,2398, Westcreek Ln,R,Houston,Harris,TX,77027-4302,Inner Loop,US,US/Central,50,50,22,30.23,10,WNW,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-143622,3,2020/9/3 22:44,2020/9/3 23:13,29.726179,-95.461067,0,Right lane closed due to accident on I-69 Northbound at I-610.,nan,W Loop South Fwy,R,Houston,Harris,TX,77081,Southwest,US,US/Central,85,85,77,29.92,10,SSE,6,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Night
A-143715,3,2020/6/29 17:15,2020/6/29 17:45,29.898239,-95.412651,0,Left and center lane blocked due to accident on I-45 Northbound at TX-249 Mount Houston Rd.,nan,W Mount Houston Rd,R,Houston,Harris,TX,77037,Northeast,US,US/Central,89,89,63,29.75,10,SSE,14,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Day
A-143827,2,2020/10/30 13:40,2020/10/31 2:37,29.704033,-95.521071,0.106,Slow traffic from I-69 S to Osage St due to accident.,6977, Fondren Rd,L,Houston,Harris,TX,77036,Southwest,US,US/Central,65,65,47,30.19,10,VAR,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-143957,2,2020/11/29 15:27,2020/11/29 17:24,29.730161,-95.367191,0.065,Incident on ALABAMA ST near LIVE OAK ST Drive with caution.,2416, Alabama St,R,Houston,Harris,TX,77004-4346,Inner Loop,US,US/Central,58,58,62,30.02,10,NNW,21,0,Mostly Cloudy / Windy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-144210,2,2020/11/6 0:50,2020/11/6 3:00,29.769486,-95.39682,0.02,Incident on WASHINGTON AVE near HEIGHTS BLVD Drive with caution.,3699, Washington Ave,L,Houston,Harris,TX,77007-5938,Inner Loop,US,US/Central,62,62,90,30.09,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Night
A-144251,2,2020/11/22 20:27,2020/11/22 23:27,29.71256,-95.557748,0.055,Incident on W SAM HOUSTON PKY SB near TOWN PARK DR Drive with caution.,5924, W Sam Houston Pkwy S,R,Houston,Harris,TX,77072-1654,Southwest,US,US/Central,68,68,73,30.13,10,N,5,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
